TaxonName,TaxonCode
Neidium alpinum,Neial01
Neidium ampliatum,Neiam01
Neidium apiculatum,Neiap01
Neidium binodeforme,Neibi03
Neidium bisulcatum,Neibi04
Neidium carterii,Neica01
Neidium constrictum,Neico01
Neidium cuneatiforme,Neicu01
Neidium densestriatum,Neide01
Neidium dubium,Neidu01
Neidium elongatum,Neiel01
Neidium hercynicum,Neihe01
Neidium hustedtii,Neihu01
Neidium infirmum,Neiin01
Neidium iridis,Neiir01
Neidium longiceps,Neilo01
Neidium perminutum,Neipe01
Neidium productum,Neipr01
Neidium pseudodensestriatum,Neips01
Neidium septentrionalis,Neise01
Neidium subampliatum,Neisu01
Neidium tenuissimum,Neite01
Neidium vernale,Neive01
Neofragilaria constricta,Neoco01
Nitzschia abbreviata,Nitab01
Nitzschia accedens,Nitac01
Nitzschia accommodata,Nitac02
Nitzschia acicularioides,Nitac03
Nitzschia acicularis,Nitac04
Nitzschia acidoclinata,Nitac05
Nitzschia actinastroides,Nitac06
Nitzschia adamata,Nitad01
Nitzschia aequorea,Nitae01
Nitzschia aerophila,Nitae02
Nitzschia agnewii,Nitag01
Nitzschia agnita,Nitag02
Nitzschia alicae,Nital01
Nitzschia alpina,Nital02
Nitzschia alpinobacillum,Nital03
Nitzschia amphibia,Nitam01
Nitzschia amphibioides,Nitam02
Nitzschia amphioxoides,Nitam03
Nitzschia amplectens,Nitam04
Nitzschia angustata,Nitan01
Nitzschia angustatula,Nitan02
Nitzschia archibaldii,Nitar01
Nitzschia arcuata,Nitar02
Nitzschia aurariae,Nitau01
Nitzschia austriaca,Nitau02
Nitzschia bacata,Nitba01
Nitzschia bacilliformis,Nitba02
Nitzschia bacillum,Nitba03
Nitzschia bavarica,Nitba04
Nitzschia bergii,Nitbe01
Nitzschia beyeri,Nitbe02
Nitzschia bifurcata,Nitbi01
Nitzschia bremensis,Nitbr01
Nitzschia brunoi,Nitbr02
Nitzschia bryophila,Nitbr03
Nitzschia calcicola,Nitca01
Nitzschia calica,Nitca02
Nitzschia capitellata,Nitca03
Nitzschia clausii,Nitcl01
Nitzschia coarctata,Nitco01
Nitzschia communis,Nitco02
Nitzschia commutata,Nitco03
Nitzschia commutatoides,Nitco04
Nitzschia compacta,Nitco05
Nitzschia congolensis,Nitco06
Nitzschia costei,Nitco07
Nitzschia curvilineata,Nitcu01
Nitzschia curvipunctata,Nitcu02
Nitzschia curvula,Nitcu03
Nitzschia dealpina,Nitde01
Nitzschia delauneyi,Nitde02
Nitzschia delognei,Nitde03
Nitzschia densuensis,Nitde04
Nitzschia denticula,Nitde05
Nitzschia desertorum,Nitde06
Nitzschia didyma,Nitdi01
Nitzschia diserta,Nitdi02
Nitzschia disputata,Nitdi03
Nitzschia dissipata,Nitdi04
Nitzschia distans,Nitdi05
Nitzschia diversa,Nitdi06
Nitzschia draveillensis,Nitdr01
Nitzschia dubia,Nitdu01
Nitzschia elegantula,Nitel01
Nitzschia epithemoides,Nitep01
Nitzschia etoshensis,Nitet01
Nitzschia eutinensis,Niteu01
Nitzschia fasciculata,Nitfa01
Nitzschia fibulafissa,Nitfi01
Nitzschia filiformis,Nitfi02
Nitzschia flexa,Nitfl01
Nitzschia flexoides,Nitfl02
Nitzschia fonticola,Nitfo01
Nitzschia fossalis,Nitfo02
Nitzschia frequens,Nitfr01
Nitzschia frustulum,Nitfr02
Nitzschia fruticosa,Nitfr03
Nitzschia fusiformis,Nitfu01
Nitzschia gessneri,Nitge01
Nitzschia gisela,Nitgi01
Nitzschia gotlandica,Nitgo01
Nitzschia graciliformis,Nitgr01
Nitzschia gracilis,Nitgr02
Nitzschia granulata,Nitgr03
Nitzschia hadriatica,Nitha01
Nitzschia hantzschiana,Nitha02
Nitzschia heufleriana,Nithe01
Nitzschia hoehnkii,Nitho01
Nitzschia homburgiensis,Nitho02
Nitzschia hungarica,Nithu01
Nitzschia incognita,Nitin01
Nitzschia inconspicua,Nitin02
Nitzschia ingenua,Nitin03
Nitzschia intermedia,Nitin04
Nitzschia invisitata,Nitin05
Nitzschia jucunda,Nitju01
Nitzschia labella,Nitla01
Nitzschia labuensis,Nitla02
Nitzschia lacuum,Nitla03
Nitzschia laevis,Nitla04
Nitzschia lanceola,Nitla05
Nitzschia lanceolata,Nitla06
Nitzschia latens,Nitla07
Nitzschia legleri,Nitle01
Nitzschia leistikowii,Nitle02
Nitzschia liebethruthii,Nitli01
Nitzschia ligowskii,Nitli02
Nitzschia linearis,Nitli03
Nitzschia littoralis,Nitli04
Nitzschia lorenziana,Nitlo01
Nitzschia macedonica,Nitma01
Nitzschia media,Nitme01
Nitzschia microcephala,Nitmi01
Nitzschia minuscula,Nitmi02
Nitzschia minuta,Nitmi03
Nitzschia minutula,Nitmi04
Nitzschia modesta,Nitmo01
Nitzschia monachorum,Nitmo02
Nitzschia nana,Nitna01
Nitzschia obtusa,Nitob01
Nitzschia ovalis,Nitov01
Nitzschia palea,Nitpa01
Nitzschia paleacea,Nitpa02
Nitzschia paleaeformis,Nitpa03
Nitzschia palustris,Nitpa04
Nitzschia panduriformis,Nitpa05
Nitzschia paradoxa,Nitpa06
Nitzschia pararostrata,Nitpa07
Nitzschia parvula,Nitpa08
Nitzschia parvuloides,Nitpa09
Nitzschia pellucida,Nitpe01
Nitzschia perindistincta,Nitpe02
Nitzschia perminuta,Nitpe03
Nitzschia perspicua,Nitpe04
Nitzschia pilum,Nitpi01
Nitzschia plioveterana,Nitpl01
Nitzschia pseudocommunis,Nitps01
Nitzschia pseudofonticola,Nitps02
Nitzschia pumila,Nitpu01
Nitzschia pura,Nitpu02
Nitzschia puriformis,Nitpu03
Nitzschia pusilla,Nitpu04
Nitzschia radicula,Nitra01
Nitzschia recta,Nitre01
Nitzschia rectiformis,Nitre02
Nitzschia rectirobusta,Nitre03
Nitzschia regula,Nitre04
Nitzschia rhombicolancettula,Nitrh01
Nitzschia rochensis,Nitro01
Nitzschia rosenstockii,Nitro02
Nitzschia rostellata,Nitro03
Nitzschia scalpelliformis,Nitsc01
Nitzschia semirobusta,Nitse01
Nitzschia sigma,Nitsi01
Nitzschia sigmoidea,Nitsi02
Nitzschia siliqua,Nitsi03
Nitzschia sociabilis,Nitso01
Nitzschia solgensis,Nitso02
Nitzschia solita,Nitso03
Nitzschia soratensis,Nitso04
Nitzschia spiculum,Nitsp01
Nitzschia stimulus,Nitst01
Nitzschia subacicularis,Nitsu01
Nitzschia subbacata,Nitsu02
Nitzschia subcapitellata,Nitsu03
Nitzschia subinflata,Nitsu04
Nitzschia sublinearis,Nitsu05
Nitzschia subrostratoides,Nitsu06
Nitzschia subtilis,Nitsu07
Nitzschia suchlandti,Nitsu08
Nitzschia supralitorea,Nitsu09
Nitzschia syrachii,Nitsy01
Nitzschia taylorii,Nitta01
Nitzschia tenuirostris,Nitte01
Nitzschia tenuis,Nitte02
Nitzschia thermalis,Nitth01
Nitzschia thermaloides,Nitth02
Nitzschia tropica,Nittr01
Nitzschia tryblionella,Nittr02
Nitzschia tubicola,Nittu01
Nitzschia valdecostata,Nitva01
Nitzschia valdestriata,Nitva02
Nitzschia vermicularis,Nitve01
Nitzschia vermicularoides,Nitve02
Nitzschia vitrea,Nitvi01
Nitzschia vixpalea,Nitvi02
Nitzschia wuellerstorffii,Nitwu01
Nitzschia zululandica,Nitzu01
Nupela carolina,Nupca01
Nupela deformis,Nupde01
Nupela elegantula,Nupel01
Nupela exotica,Nupex01
Nupela fennica,Nupfe01
Nupela imperfecta,Nupim01
Nupela impexiformis,Nupim02
Nupela lapidosa,Nupla01
Nupela matrioschka,Nupma01
Nupela neglecta,Nupne01
Nupela pallavicinii,Nuppa01
Nupela paludigena,Nuppa02
Nupela praecipua,Nuppr01
Nupela praecipuoides,Nuppr02
Nupela rumrichorum,Nupru01
Nupela scissura,Nupsc01
Nupela silvahercynia,Nupsi01
Nupela subrostrata,Nupsu01
Nupela tristis,Nuptr01
Nupela vyvermanii,Nupvy01
Nupela wellneri,Nupwe01
Odontella aurita,Odoau01
Odontidium hyemale,Odohy01
Odontidium mutabile,Odomu01
Odontidium neomaximum,Odone01
Odontidium speciosum,Odosp01
Opephora burchardtiae,Opebu01
Opephora martyi,Opema01
Opephora minuta,Opemi01
Opephora olsenii,Opeol01
Opephora pacifica,Opepa01
Orthosira roeseana,Ortro01
Pantocsekiella comensis,Panco01
Pantocsekiella costei,Panco02
Pantocsekiella delicatula,Pande01
Pantocsekiella ocellata,Panoc01
Pantocsekiella polymorpha,Panpo01
Pantocsekiella pseudocomensis,Panps01
Pantocsekiella rossii,Panro01
Pantocsekiella wuethrichiana,Panwu01
Paralia sulcata,Parsu01
Paraplaconeis minor,Parmi01
Parlibellus densepunctatus,Parde01
Parlibellus hendeyi,Parhe01
Parlibellus protractus,Parpr01
Parlibellus rhombicus,Parrh01
Pennate diatom,Pendi01
Periptera petiolata,Perpe01
Peronia fibula,Perfi01
Pinnularia acidophila,Pinac01
Pinnularia acrospheria,Pinac02
Pinnularia acuminata,Pinac03
Pinnularia acutobrebissonii,Pinac04
Pinnularia amabilis,Pinam01
Pinnularia anglica,Pinan01
Pinnularia angusta,Pinan02
Pinnularia angustivalva,Pinan03
Pinnularia appendiculata,Pinap01
Pinnularia biceps,Pinbi01
Pinnularia borealis,Pinbo01
Pinnularia brauniana,Pinbr01
Pinnularia brevistriata,Pinbr02
Pinnularia carminata,Pinca01
Pinnularia clevei,Pincl01
Pinnularia decrescens,Pinde01
Pinnularia divergens,Pindi01
Pinnularia divergentissima,Pindi02
Pinnularia dornii,Pindo01
Pinnularia dubitabilis,Pindu01
Pinnularia elginensis,Pinel01
Pinnularia elongatoides,Pinel02
Pinnularia exigua,Pinex01
Pinnularia falaiseana,Pinfa01
Pinnularia ferrophila,Pinfe01
Pinnularia frauenbergiana,Pinfr01
Pinnularia frequentis,Pinfr02
Pinnularia gibba,Pingi01
Pinnularia globiceps,Pingl01
Pinnularia gracillima,Pingr01
Pinnularia grunowii,Pingr02
Pinnularia inconstans,Pinin01
Pinnularia integra,Pinin02
Pinnularia interrupta,Pinin03
Pinnularia isselana,Pinis01
Pinnularia kneuckeri,Pinkn01
Pinnularia krammeri,Pinkr01
Pinnularia krookiformis,Pinkr02
Pinnularia kuetzingii,Pinku01
Pinnularia lata,Pinla01
Pinnularia latarea,Pinla02
Pinnularia legumen,Pinle01
Pinnularia lundii,Pinlu01
Pinnularia macilenta,Pinma01
Pinnularia maior,Pinma02
Pinnularia marchica,Pinma03
Pinnularia marginulata,Pinma04
Pinnularia martini,Pinma05
Pinnularia mesolepta,Pinme01
Pinnularia metzeltinii,Pinme02
Pinnularia microstauron,Pinmi01
Pinnularia moelleri,Pinmo01
Pinnularia montana,Pinmo02
Pinnularia montium,Pinmo03
Pinnularia muscicola,Pinmu01
Pinnularia nanomicrostauron,Pinna01
Pinnularia neomajor,Pinne01
Pinnularia nobilis,Pinno01
Pinnularia nodosa,Pinno02
Pinnularia obscura,Pinob01
Pinnularia ovalis,Pinov01
Pinnularia parallela,Pinpa01
Pinnularia parvulissima,Pinpa02
Pinnularia peragallii,Pinpe01
Pinnularia perinterrupta,Pinpe02
Pinnularia perirrorata,Pinpe03
Pinnularia perpusilla,Pinpe04
Pinnularia pertriundulata,Pinpe05
Pinnularia platycephala,Pinpl01
Pinnularia polyonca,Pinpo01
Pinnularia polyoncoides,Pinpo02
Pinnularia pseudogibba,Pinps01
Pinnularia rabenhorstii,Pinra01
Pinnularia reichardtii,Pinre01
Pinnularia rhenohassiaca,Pinrh01
Pinnularia rhombarea,Pinrh02
Pinnularia rhomboelliptica,Pinrh03
Pinnularia rumrichae,Pinru01
Pinnularia ruttneri,Pinru02
Pinnularia saprophila,Pinsa01
Pinnularia saprotolerans,Pinsa02
Pinnularia saxicola,Pinsa03
Pinnularia schoenfelderi,Pinsc01
Pinnularia schroederii,Pinsc02
Pinnularia schroeterae,Pinsc03
Pinnularia scotica,Pinsc04
Pinnularia silvatica,Pinsi01
Pinnularia similis,Pinsi02
Pinnularia simonsenii,Pinsi03
Pinnularia sinistra,Pinsi04
Pinnularia stidolphii,Pinst01
Pinnularia stomatophora,Pinst02
Pinnularia subaldenii,Pinsu01
Pinnularia subanglica,Pinsu02
Pinnularia subbrevistriata,Pinsu03
Pinnularia subcapitata,Pinsu04
Pinnularia subcommutata,Pinsu05
Pinnularia subfalaiseana,Pinsu06
Pinnularia subgibba,Pinsu07
Pinnularia subrabenhorstii,Pinsu08
Pinnularia subrupestris,Pinsu09
Pinnularia subundulata,Pinsu10
Pinnularia suchlandti,Pinsu11
Pinnularia tenuis,Pinte01
Pinnularia thermalis,Pinth01
Pinnularia transversa,Pintr01
Pinnularia viridiformis,Pinvi01
Pinnularia viridis,Pinvi02
Placoneis australis,Plaau01
Placoneis clementis,Placl01
Placoneis clementispronina,Placl02
Placoneis dicephala,Pladi01
Placoneis gastrum,Plaga01
Placoneis nanoclementis,Plana01
Placoneis paraelginensis,Plapa01
Placoneis parvapolonica,Plapa02
Placoneis perelginensis,Plape01
Placoneis placentula,Plapl01
Placoneis pseudanglica,Plaps01
Placoneis tsendeekhuui,Plats01
Plagiogramma atomus,Plaat01
Plagiogramma brockmanni,Plabr01
Plagiogramma sigmoideum,Plasi01
Plagiogramma vanheurckii,Plava01
Plagiogrammopsis mediaequatus,Plame01
Plagiotropis tayrecta,Plata01
Planothidium abbreviatum,Plaab01
Planothidium amphibium,Plaam01
Planothidium apiculatum,Plaap01
Planothidium bahlsii,Plaba01
Planothidium biporomum,Plabi01
Planothidium calcar,Placa01
Planothidium curtistriatum,Placu01
Planothidium dubium,Pladu01
Planothidium ellipticum,Plael01
Planothidium galaicum,Plaga02
Planothidium gallicum,Plaga03
Planothidium hauckianum,Plaha01
Planothidium haynaldii,Plaha02
Planothidium hinzianum,Plahi01
Planothidium incuriatum,Plain01
Planothidium lacustre,Plala01
Planothidium lanceolatum,Plala02
Planothidium marginostriatum,Plama01
Planothidium minusculum,Plami01
Planothidium minutissimum,Plami02
Planothidium oestrupii,Plaoe01
Planothidium peragallii,Plape02
Planothidium peragalloi,Plape03
Planothidium potapovae,Plapo01
Planothidium pumilum,Plapu01
Planothidium reichardtii,Plare01
Planothidium robustius,Plaro01
Planothidium robustum,Plaro02
Planothidium rostratoholarcticum,Plaro03
Planothidium rostratum,Plaro04
Planothidium rostrolanceolatum,Plaro05
Planothidium vanheurckii,Plava02
Planothidium victori,Plavi01
Planothidium werumianum,Plawe01
Platessa bavarica,Plaba02
Platessa kingstonii,Plaki01
Platessa lutheri,Plalu01
Platessa oblongella,Plaob01
Platessa saxonica,Plasa01
Platessa stewartii,Plast01
Pleurosigma angulatum,Plean01
Pleurosigma brebissonii,Plebr01
Pleurosigma delicatulum,Plede01
Pleurosigma kuetzingii,Pleku01
Pleurosigma nodiferum,Pleno01
Pleurosigma obtusatum,Pleob01
Pleurosigma salinarum,Plesa01
Pleurosigma sciotense,Plesc01
Pleurosigma spenceri,Plesp01
Pleurosigma wormleyi,Plewo01
Pleurosira laevis,Plela01
Pleurostauron prominulum,Plepr01
Porguenia peruviana,Porpe01
Praestephanos triporus,Pratr01
Prestauroneis protracta,Prepr01
Prestauroneis protractoides,Prepr02
Prestauroneis tumida,Pretu01
Protoraphis hustedtiana,Prohu01
Psammodictyon constrictum,Psaco01
Psammothidium abundans,Psaab01
Psammothidium acidoclinatum,Psaac01
Psammothidium altaicum,Psaal01
Psammothidium bioretii,Psabi01
Psammothidium bristolicum,Psabr01
Psammothidium buccolum,Psabu01
Psammothidium frigidum,Psafr01
Psammothidium helveticum,Psahe01
Psammothidium microscopicum,Psami01
Psammothidium oblongellum,Psaob01
Psammothidium punctulatum,Psapu01
Psammothidium sacculum,Psasa01
Psammothidium ventralis,Psave01
Pseudostaurosira (as,Pse(a01
Pseudostaurosira alvarezia,Pseal01
Pseudostaurosira binodis,Psebi01
Pseudostaurosira borealis,Psebo01
Pseudostaurosira brevistriata,Psebr01
Pseudostaurosira cataractarum,Pseca01
Pseudostaurosira clavatum,Psecl01
Pseudostaurosira medliniae,Pseme01
Pseudostaurosira opacolineata,Pseop01
Pseudostaurosira parasitica,Psepa01
Pseudostaurosira parasitoides,Psepa02
Pseudostaurosira polonica,Psepo01
Pseudostaurosira robusta,Psero01
Pseudostaurosira smithii,Psesm01
Pseudostaurosira sopotensis,Pseso01
Pseudostaurosira vulpina,Psevu01
Pseudostaurosiropsis connecticutensis,Pseco01
Pseudostaurosiropsis geocollegarum,Psege01
Pseudostriatella oceanica,Pseoc01
Pulchellophycus obsitus,Pulob01
Punctastriata discoidea,Pundi01
Punctastriata ovalis,Punov01
Puncticulata bodanica,Punbo01
Puncticulata glabriuscula,Pungl01
Puncticulata praetermissa,Punpr01
Puncticulata radiosa,Punra01
Pyxidicula compressa,Pyxco01
Reimeria fontinalis,Reifo01
Reimeria sinuata,Reisi01
Reimeria uniseriata,Reiun01
Rhaphoneis amphiceros,Rhaam01
Rhaphoneis minutissima,Rhami01
Rhaphoneis surirelloides,Rhasu01
Rhizosolenia praebarboi,Rhipr01
Rhoicosphenia abbreviata,Rhoab01
Rhoicosphenia tenuis,Rhote01
Rhoicosphenia vanheurcki,Rhova01
Rhopalodia brebissonii,Rhobr01
Rhopalodia gibba,Rhogi01
Rhopalodia gibberula,Rhogi02
Rossithidium anastasiae,Rosan01
Sceptroneis marina,Scema01
Sceptroneis mutabilis,Scemu01
Schizonema cruciger,Schcr01
Schizonema eximium,Schex01
Schizonema lacustre,Schla01
Schizostauron brasiliense,Schbr01
Sellaphora absoluta,Selab01
Sellaphora archibaldii,Selar01
Sellaphora arvensis,Selar02
Sellaphora atomoides,Selat01
Sellaphora auldreekie,Selau01
Sellaphora bacillaroides,Selba01
Sellaphora blackfordensis,Selbl01
Sellaphora bosniaca,Selbo01
Sellaphora capitata,Selca01
Sellaphora chistiakovae,Selch01
Sellaphora cosmopolitana,Selco01
Sellaphora crassulexigua,Selcr01
Sellaphora davoutiana,Selda01
Sellaphora difficillima,Seldi01
Sellaphora elorantana,Selel01
Sellaphora japonica,Selja01
Sellaphora labernardierei,Sella01
Sellaphora lanceolata,Sella02
Sellaphora mutatoides,Selmu01
Sellaphora nigri,Selni01
Sellaphora parapupula,Selpa01
Sellaphora pseudoarvensis,Selps01
Sellaphora pseudonana,Selps02
Sellaphora pseudoventralis,Selps03
Sellaphora pupula,Selpu01
Sellaphora raederae,Selra01
Sellaphora rectilinearis,Selre01
Sellaphora rhombelliptica,Selrh01
Sellaphora rhombica,Selrh02
Sellaphora rotunda,Selro01
Sellaphora ruttneri,Selru01
Sellaphora saprotolerans,Selsa01
Sellaphora saugerresii,Selsa02
Sellaphora schaumburgii,Selsc01
Sellaphora subpupula,Selsu01
Sellaphora subrotundata,Selsu02
Sellaphora tridentula,Seltr01
Sellaphora utermoehlii,Selut01
Sellaphora verecundiae,Selve01
Seminavis insignis,Semin01
Seminavis robusta,Semro01
Skabitschewskia oestrupii,Skaoe01
Skabitschewskia peragalli,Skape01
Skeletonema penicillus,Skepe01
Skeletonema subsalsum,Skesu01
Spirodiscina spiralis,Spisp01
Stauroforma inermis,Stain01
Stauroneis acidobionta,Staac01
Stauroneis acidoclinata,Staac02
Stauroneis acuta,Staac03
Stauroneis agrestis,Staag01
Stauroneis alpina,Staal01
Stauroneis amphicephala,Staam01
Stauroneis amphicephaloides,Staam02
Stauroneis anceps,Staan01
Stauroneis borgei,Stabo01
Stauroneis borrichii,Stabo02
Stauroneis branderi,Stabr01
Stauroneis cohnii,Staco01
Stauroneis crucicula,Stacr01
Stauroneis dubitabilis,Stadu01
Stauroneis exilis,Staex01
Stauroneis gracilior,Stagr01
Stauroneis gracilis,Stagr02
Stauroneis heufleriana,Stahe01
Stauroneis kriegeri,Stakr01
Stauroneis lapidicola,Stala01
Stauroneis laterostrata,Stala02
Stauroneis lauenburgiana,Stala03
Stauroneis legleri,Stale01
Stauroneis legumen,Stale02
Stauroneis leguminiformis,Stale03
Stauroneis leguminopsis,Stale04
Stauroneis marina,Stama01
Stauroneis nana,Stana01
Stauroneis neohyalina,Stane01
Stauroneis obtusa,Staob01
Stauroneis parathermicola,Stapa01
Stauroneis phoenicenteron,Staph01
Stauroneis plicata,Stapl01
Stauroneis producta,Stapr01
Stauroneis reichardtii,Stare01
Stauroneis reichelti,Stare02
Stauroneis rotundata,Staro01
Stauroneis sagitta,Stasa01
Stauroneis separanda,Stase01
Stauroneis silvahassiaca,Stasi01
Stauroneis smithii,Stasm01
Stauroneis spicula,Stasp01
Stauroneis stellae,Stast01
Stauroneis subgracilis,Stasu01
Stauroneis tenera,State01
Stauroneis thermicola,Stath01
Stauroneis undata,Staun01
Stauroneis ventricosa,Stave01
Stauroneis wislouchii,Stawi01
Stauronella indubitabilis,Stain02
Staurosira ambigua,Staam03
Staurosira berolinensis,Stabe01
Staurosira borealis,Stabo03
Staurosira construens,Staco02
Staurosira dimorpha,Stadi01
Staurosira dubia,Stadu02
Staurosira inflata,Stain03
Staurosira longwanensis,Stalo01
Staurosira oldenburgioides,Staol01
Staurosira pinnata,Stapi01
Staurosira pottiezii,Stapo01
Staurosira punctiformis,Stapu01
Staurosira sviridae,Stasv01
Staurosirella acutirostrata,Staac04
Staurosirella chavauxii,Stach01
Staurosirella krammeri,Stakr02
Staurosirella minuta,Stami01
Staurosirella mutabilis,Stamu01
Staurosirella neopinnata,Stane02
Staurosirella oldenburgioides,Staol02
Staurosirella ovata,Staov01
Staurosirella pinnata,Stapi02
Stenopterobia robusta,Stero01
Stephanodiscus alpinus,Steal01
Stephanodiscus bramaputrae,Stebr01
Stephanodiscus costatilimbus,Steco01
Stephanodiscus delicatus,Stede01
Stephanodiscus dubius,Stedu01
Stephanodiscus hantzschii,Steha01
Stephanodiscus invisitatus,Stein01
Stephanodiscus medius,Steme01
Stephanodiscus minutus,Stemi01
Stephanodiscus nagumoi,Stena01
Stephanodiscus neoastraea,Stene01
Stephanodiscus parvus,Stepa01
Stephanodiscus tenuis,Stete01
Stephanodiscus triporus,Stetr01
Stephanodiscus vestibulis,Steve01
Surirella aculeata,Surac01
Surirella alicula,Sural01
Surirella amphioxys,Suram01
Surirella angusta,Suran01
Surirella bifrons,Surbi01
Surirella birostrata,Surbi02
Surirella biseriata,Surbi03
Surirella bohemica,Surbo01
Surirella brebissonii,Surbr01
Surirella brightwellii,Surbr02
Surirella capronii,Surca01
Surirella chepurnovii,Surch01
Surirella crumena,Surcr01
Surirella delicatissima,Surde01
Surirella elegans,Surel01
Surirella helvetica,Surhe01
Surirella hibernica,Surhi01
Surirella lacrimula,Surla01
Surirella librile,Surli01
Surirella linearis,Surli02
Surirella marina,Surma01
Surirella minuta,Surmi01
Surirella navicularis,Surna01
Surirella oliffii,Surol01
Surirella ovalis,Surov01
Surirella patella,Surpa01
Surirella regula,Surre01
Surirella roba,Surro01
Surirella robusta,Surro02
Surirella stalagma,Surst01
Surirella striatula,Surst02
Surirella subsalsa,Sursu01
Surirella suecica,Sursu02
Surirella tenera,Surte01
Surirella terricola,Surte02
Surirella undulata,Surun01
Surirella venusta,Surve01
Surirella visurgis,Survi01
Synedra acula,Synac01
Synedra acus,Synac02
Synedra affinis,Synaf01
Synedra amphicephala,Synam01
Synedra amphirhynchus,Synam02
Synedra baculus,Synba01
Synedra berolinensis,Synbe01
Synedra biceps,Synbi01
Synedra bilunaris,Synbi02
Synedra capitata,Synca01
Synedra crotonensis,Syncr01
Synedra danica,Synda01
Synedra debilis,Synde01
Synedra delicatissima,Synde02
Synedra famelica,Synfa01
Synedra familiaris,Synfa02
Synedra flexuosa,Synfl01
Synedra lanceolata,Synla01
Synedra mazamaensis,Synma01
Synedra minutissima,Synmi01
Synedra monodi,Synmo01
Synedra montana,Synmo02
Synedra nana,Synna01
Synedra parva,Synpa01
Synedra planktonica,Synpl01
Synedra rumpens,Synru01
Synedra socia,Synso01
Synedra ulna,Synul01
Synedra vaucheriae,Synva01
Tabellaria fenestrata,Tabfe01
Tabellaria flocculosa,Tabfl01
Tabellaria ventricosa,Tabve01
Tabularia fasciculata,Tabfa01
Tabularia investiens,Tabin01
Tabularia tabulata,Tabta01
Tetracyclus glans,Tetgl01
Tetracyclus lacustris,Tetla01
Tetracyclus rupestris,Tetru01
Thalassionema nitzschioides,Thani01
Thalassiosira baltica,Thaba01
Thalassiosira brunii,Thabr01
Thalassiosira duostra,Thadu01
Thalassiosira gessneri,Thage01
Thalassiosira pseudonana,Thaps01
Thalassiosira visurgis,Thavi01
Trachyneis aspera,Traas01
Trachysphenia acuminata,Traac01
Trachysphenia australis,Traau01
Triceratium exiguum,Triex01
Triceratium rectangulare,Trire01
Tryblionella angustata,Tryan01
Tryblionella angustatula,Tryan02
Tryblionella apiculata,Tryap01
Tryblionella brunoi,Trybr01
Tryblionella calida,Tryca01
Tryblionella coarctata,Tryco01
Tryblionella constricta,Tryco02
Tryblionella debilis,Tryde01
Tryblionella gracilis,Trygr01
Tryblionella kuetzingii,Tryku01
Tryblionella levidensis,Tryle01
Tryblionella subsalina,Trysu01
Tryblionella victoriae,Tryvi01
Tschestnovia mirabilis,Tscmi01
Ulnaria grunowii,Ulngr01
Ulnaria ulna,Ulnul01
Vibrio tripunctatus,Vibtr01
Witkowskia anglophila,Witan01
Witkowskia hustedtii,Withu01
Witkowskia pseudoclementis,Witps01
Witkowskia subclementis,Witsu01
Witkowskia symmetrica,Witsy01
Zygoceros surirella,Zygsu01
